BLZ;eigene BLZ;Bezeichnung;PLZ;ORT;Kurzbezeichnung;PAN;BIC;Prüfziffer;lfd Nr;Änderungskennzeichen;Löschungsankündigung;Nachfolgeblz;IBAN
54050220;1;Kreissparkasse Kaiserslautern;67653;Kaiserslautern;Kr Spk Kaiserslautern;55420;MALADE51KLK;00;013081;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66882;Hütschenhausen;Kr Spk Kaiserslautern;55420;;00;012527;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67691;Hochspeyer;Kr Spk Kaiserslautern;55420;;00;012545;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67468;Frankenstein;Kr Spk Kaiserslautern;55420;;00;012621;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67672;Enkenbach-Alsenborn;Kr Spk Kaiserslautern;55420;;00;012644;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66892;Bruchmühlbach-Miesau;Kr Spk Kaiserslautern;55420;;00;012866;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67694;Otterberg;Kr Spk Kaiserslautern;55420;;00;012884;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67731;Otterbach;Kr Spk Kaiserslautern;55420;;00;012885;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67737;Olsbrücken;Kr Spk Kaiserslautern;55420;;00;012891;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67700;Niederkirchen;Kr Spk Kaiserslautern;55420;;00;012919;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67678;Mehlingen;Kr Spk Kaiserslautern;55420;;00;012982;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66894;Martinshöhe;Kr Spk Kaiserslautern;55420;;00;012991;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Linden;Kr Spk Kaiserslautern;55420;;00;013007;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66879;Kottweiler-Schwanden;Kr Spk Kaiserslautern;55420;;00;013034;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66862;Kindsbach;Kr Spk Kaiserslautern;55420;;00;013069;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67685;Weilerbach;Kr Spk Kaiserslautern;55420;;00;013234;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67705;Trippstadt;Kr Spk Kaiserslautern;55420;;00;013275;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66879;Steinwenden;Kr Spk Kaiserslautern;55420;;00;013293;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67688;Rodenbach;Kr Spk Kaiserslautern;55420;;00;013350;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66872;Ramstein-Miesenbach;Kr Spk Kaiserslautern;55420;;00;013372;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Queidersbach;Kr Spk Kaiserslautern;55420;;00;013377;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67732;Hirschhorn;Kr Spk Kaiserslautern;55420;;00;038381;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67734;Katzweiler;Kr Spk Kaiserslautern;55420;;00;038383;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67706;Krickenbach;Kr Spk Kaiserslautern;55420;;00;038384;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67686;Mackenbach;Kr Spk Kaiserslautern;55420;;00;038385;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67735;Mehlbach;Kr Spk Kaiserslautern;55420;;00;038386;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66879;Reichenbach-Steegen;Kr Spk Kaiserslautern;55420;;00;038389;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67701;Schallodenbach;Kr Spk Kaiserslautern;55420;;00;038393;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67705;Stelzenberg;Kr Spk Kaiserslautern;55420;;00;038396;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67707;Schopp;Kr Spk Kaiserslautern;55420;;00;041533;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67681;Sembach;Kr Spk Kaiserslautern;55420;;00;041534;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66879;Niedermohr;Kr Spk Kaiserslautern;55420;;00;043710;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67685;Schwedelbach;Kr Spk Kaiserslautern;55420;;00;043711;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;67699;Schneckenhausen;Kr Spk Kaiserslautern;55420;;00;046508;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66849;Landstuhl;Kr Spk Kaiserslautern;55420;;00;053449;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Bann;Kr Spk Kaiserslautern;55420;;00;053450;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Hauptstuhl;Kr Spk Kaiserslautern;55420;;00;053451;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Mittelbrunn;Kr Spk Kaiserslautern;55420;;00;053452;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66851;Oberarnbach;Kr Spk Kaiserslautern;55420;;00;053453;U;0;00000000;000000
54050220;2;Kreissparkasse Kaiserslautern;66919;Obernheim-Kirchenarnbach;Kr Spk Kaiserslautern;55420;;00;053454;U;0;00000000;000000
54051550;1;Kreissparkasse Kusel;66864;Kusel;Kr Spk Kusel;55427;MALADE51KUS;00;013030;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;66907;Glan-Münchweiler;Kr Spk Kusel;55427;;00;012601;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;66904;Brücken (Pfalz);Kr Spk Kusel;55427;;00;012687;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;66885;Altenglan;Kr Spk Kusel;55427;;00;012759;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;67749;Offenbach-Hundheim;Kr Spk Kusel;55427;;00;012892;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;67742;Lauterecken;Kr Spk Kusel;55427;;00;013018;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;67752;Wolfstein;Kr Spk Kusel;55427;;00;013200;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;66914;Waldmohr;Kr Spk Kusel;55427;;00;013252;U;0;00000000;000000
54051550;2;Kreissparkasse Kusel;66901;Schönenberg-Kübelberg;Kr Spk Kusel;55427;;00;013322;U;0;00000000;000000
54051660;1;Stadtsparkasse Landstuhl -alt-;66849;Landstuhl;St Spk Landstuhl -alt-;55430;MALADE51LAS;B2;013127;U;1;00000000;000000
54051990;1;Sparkasse Donnersberg;67802;Rockenhausen;Sparkasse Donnersberg;55448;MALADE51ROK;00;013352;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67307;Göllheim;Sparkasse Donnersberg;55448;;00;012600;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67304;Eisenberg (Pfalz);Sparkasse Donnersberg;55448;;00;012653;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67308;Albisheim (Pfrimm);Sparkasse Donnersberg;55448;;00;012767;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67819;Kriegsfeld;Sparkasse Donnersberg;55448;;00;013050;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67292;Kirchheimbolanden;Sparkasse Donnersberg;55448;;00;013064;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67722;Winnweiler;Sparkasse Donnersberg;55448;;00;013212;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67729;Sippersfeld;Sparkasse Donnersberg;55448;;00;013305;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67305;Ramsen;Sparkasse Donnersberg;55448;;00;013373;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67823;Obermoschel;Sparkasse Donnersberg;55448;;00;013464;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67821;Alsenz;Sparkasse Donnersberg;55448;;00;013465;U;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67728;Münchweiler an der Alsenz;Sparkasse Donnersberg;55448;;00;038387;D;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67725;Börrstadt;Sparkasse Donnersberg;55448;;00;044642;D;0;00000000;000000
54051990;2;Sparkasse Donnersberg;67727;Lohnsfeld;Sparkasse Donnersberg;55448;;00;044643;D;0;00000000;000000
54061650;1;VR-Bank Westpfalz -alt-;66849;Landstuhl;VR-Bank Westpfalz -alt-;65591;GENODE61LAN;32;044495;U;0;00000000;000000
54061650;2;VR-Bank Westpfalz (Gf P2);66849;Landstuhl;VR-Bank Westpfalz;75591;;32;054163;U;0;00000000;000000
54062027;1;Raiffeisenbank Donnersberg -alt-;67308;Albisheim (Pfrimm);Raiffbk Albisheim -alt-;65196;GENODE61ALB;32;020204;U;1;00000000;000000
54062027;2;Raiffeisenbank Donnersberg (Gf P2);67308;Albisheim (Pfrimm);Raiffeisenbank Albisheim;75196;;32;054164;U;0;00000000;000000
54070024;1;Deutsche Bank Privat und Geschäftskunden;67611;Kaiserslautern;Deutsche Bank PGK Kaisersla;21191;DEUTDEDB540;63;050158;U;0;00000000;002002
54070024;2;Deutsche Bank Privat und Geschäftskunden;66841;Landstuhl;Deutsche Bank PGK Landstuhl;21191;DEUTDEDB541;63;050159;U;0;00000000;002002
54070092;1;Deutsche Bank;67611;Kaiserslautern;Deutsche Bank Kaiserslauter;27191;DEUTDESM540;63;005820;U;0;00000000;002002
54070092;2;Deutsche Bank;66841;Landstuhl;Deutsche Bank Landstuhl;27191;DEUTDESM541;63;005813;U;0;00000000;002002
54080021;1;Commerzbank vormals Dresdner Bank;67611;Kaiserslautern;Commerzbk Kaiserslautern;28540;DRESDEFF540;76;005556;U;0;00000000;000503
54090000;1;Volksbank Kaiserslautern;67655;Kaiserslautern;Voba Kaiserslautern;95019;GENODE61KL1;06;023624;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67752;Wolfstein;VB Kaisersl.-Nordwestpfalz;95019;;06;020581;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67678;Mehlingen;VB Kaisersl.-Nordwestpfalz;95019;;06;021231;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;66849;Landstuhl;VB Kaisersl.-Nordwestpfalz;95019;;06;022790;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67691;Hochspeyer;VB Kaisersl.-Nordwestpfalz;95019;;06;022935;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67677;Enkenbach-Alsenborn;VB Kaisersl.-Nordwestpfalz;95019;;06;023257;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;66869;Kusel;VB Kaisersl.-Nordwestpfalz;95019;;06;023717;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67697;Otterberg;VB Kaisersl.-Nordwestpfalz;95019;;06;023819;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67722;Winnweiler;VB Kaisersl.-Nordwestpfalz;95019;;06;024374;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67806;Rockenhausen;VB Kaisersl.-Nordwestpfalz;95019;;06;052798;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67821;Alsenz;VB Kaisersl.-Nordwestpfalz;95019;;06;052799;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;55583;Bad Kreuznach;VB Kaisersl.-Nordwestpfalz;95019;;06;052800;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;55585;Duchroth;VB Kaisersl.-Nordwestpfalz;95019;;06;052801;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67822;Gaugrehweiler;VB Kaisersl.-Nordwestpfalz;95019;;06;052803;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;55590;Meisenheim;VB Kaisersl.-Nordwestpfalz;95019;;06;052807;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;67823;Obermoschel;VB Kaisersl.-Nordwestpfalz;95019;;06;052809;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz;55571;Odernheim am Glan;VB Kaisersl.-Nordwestpfalz;95019;;06;052810;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern-Nordwestpfalz (Gf P2);67653;Kaiserslautern;VB Kaisersl.-Nordwestpfalz;85019;;06;054165;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66916;Breitenbach;Voba KL, Breitenbach;95019;;06;056802;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66919;Hermersberg;Voba KL, Hermersberg;95019;;06;056803;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66882;Hütschenhausen;Voba KL, Hütschenhausen;95019;;06;056804;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66954;Pirmasens;Voba KL, Pirmasens;95019;;06;056805;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66877;Ramstein-Miesenbach;Voba KL, Ramstein-Miese.;95019;;06;056806;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66901;Schönenberg-Kübelberg;Voba KL, Sch-Kü;95019;;06;056807;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66987;Thaleischweiler-Fröschen;Voba KL, Thal.-Frösch.;95019;;06;056808;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;67705;Trippstadt;Voba KL, Trippstadt;95019;;06;056809;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;67714;Waldfischbach-Burgalben;Voba KL, Waldfischbach-B;95019;;06;056810;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;66917;Wallhalben;Voba KL, Wallhalben;95019;;06;056811;U;0;00000000;000000
54090000;2;Volksbank Kaiserslautern;67685;Weilerbach;Voba KL, Weilerbach;95019;;06;056812;U;0;00000000;000000
54091700;1;Volksbank Lauterecken;67738;Lauterecken;Volksbank Lauterecken;95166;GENODE61LEK;06;022813;U;0;00000000;000000
54091700;2;Volksbank Lauterecken Zw Becherbach;67827;Becherbach;Volksbank Lauterecken;95166;;06;020221;U;0;00000000;000000
54091700;2;Volksbank Lauterecken Zw Odenbach;67748;Odenbach;Volksbank Lauterecken;95166;;06;020470;U;0;00000000;000000
54091700;2;Volksbank Lauterecken Zw;67737;Olsbrücken;Volksbank Lauterecken;95166;;06;020475;U;0;00000000;000000
54091700;2;Volksbank Lauterecken;67731;Otterbach;Volksbank Lauterecken;95166;;06;021250;U;0;00000000;000000
54091700;2;Volksbank Lauterecken Zw St Julian;66887;Sankt Julian;Volksbank Lauterecken;95166;;06;034357;U;0;00000000;000000
54091700;2;Volksbank Lauterecken Zw;67749;Offenbach-Hundheim;Volksbank Lauterecken;95166;;06;048365;U;0;00000000;000000
54091700;2;Volksbank Lauterecken;67753;Rothselberg;Volksbank Lauterecken;95166;;06;050658;U;0;00000000;000000
54091700;2;Volksbank Lauterecken;67757;Kreimbach-Kaulbach;Volksbank Lauterecken;95166;;06;050659;U;0;00000000;000000
54091700;2;Volksbank Lauterecken (Gf P2);67738;Lauterecken;Volksbank Lauterecken;85166;;06;054166;U;0;00000000;000000
54091800;1;VR Bank Nordwestpfalz -alt-;67806;Rockenhausen;VR Bank Nordwestpfalz -alt-;95172;GENODE61OB1;06;023956;U;0;00000000;000000
54092400;1;Volksbank Glan-Münchweiler;66905;Glan-Münchweiler;Volksbank Glan-Münchweiler;95194;GENODE61GLM;06;023063;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler;66887;Neunkirchen am Potzberg;Volksbank Glan-Münchweiler;95194;;06;020442;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw;66909;Herschweiler-Pettersheim;Volksbank Glan-Münchweiler;95194;;06;021198;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw Miesau;66892;Bruchmühlbach-Miesau;Volksbank Glan-Münchweiler;95194;;06;023527;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw Nanzweiler;66909;Nanzdietschweiler;Volksbank Glan-Münchweiler;95194;;06;023983;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw Steinwenden;66879;Steinwenden;Volksbank Glan-Münchweiler;95194;;06;024179;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw Schönenb-Kübelb;66901;Schönenberg-Kübelberg;Volksbank Glan-Münchweiler;95194;;06;032772;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler;66885;Altenglan;Volksbank Glan-Münchweiler;95194;;06;035244;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler Zw Niedermohr;66879;Niedermohr;Volksbank Glan-Münchweiler;95194;;06;037512;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler;66877;Ramstein-Miesenbach;Volksbank Glan-Münchweiler;95194;;06;049470;U;0;00000000;000000
54092400;2;Volksbank Glan-Münchweiler (Gf P2);66905;Glan-Münchweiler;Volksbank Glan-Münchweiler;85194;;06;054167;U;0;00000000;000000
54210111;1;SEB;66953;Pirmasens;SEB Pirmasens;25887;ESSEDE5F542;13;006696;U;0;00000000;005600
54220091;1;UniCredit Bank - HypoVereinsbank;66923;Pirmasens;UniCredit Bank-HypoVereinbk;22069;HYVEDEMM485;99;032271;U;0;00000000;003200
54240032;1;Commerzbank;66953;Pirmasens;Commerzbank Pirmasens;24676;COBADEFFXXX;13;007005;U;0;00000000;000503
54250010;1;Sparkasse Südwestpfalz;66930;Pirmasens;Spk Südwestpfalz Pirmasens;55446;MALADE51SWP;00;013386;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66497;Contwig;Spk Südwestpfalz Contwig;55446;;00;005298;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66500;Hornbach;Spk Südwestpfalz Hornbach;55446;;00;012531;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;67716;Heltersberg;Spk Südwestpfalz Heltersbg;55446;;00;012563;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;76846;Hauenstein;Spk Südwestpfalz Hauenstein;55446;;00;012571;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66996;Fischbach bei Dahn;Spk Südwestpfalz Fischbach;55446;;00;012626;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66994;Dahn;Spk Südwestpfalz Dahn;55446;;00;012675;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66892;Bruchmühlbach-Miesau;Spk Südwestpfalz Bruchm-Mie;55446;;00;012865;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66981;Münchweiler an der Rodalb;Spk Südwestpfalz Münchweil;55446;;00;012956;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66969;Lemberg;Spk Südwestpfalz Lemberg;55446;;00;013013;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66464;Zweibrücken;Spk Südwestpfalz Zweibrück;55446;;00;013192;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;67714;Waldfischbach-Burgalben;Spk Südwestpfalz Waldf-Burg;55446;;00;013253;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66987;Thaleischweiler-Fröschen;Spk Südwestpfalz Thaleischw;55446;;00;013285;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66976;Rodalben;Spk Südwestpfalz Rodalben;55446;;00;013351;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66957;Vinningen;Spk Südwestpfalz Vinningen;55446;;00;031404;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66509;Rieschweiler-Mühlbach;Spk Südwestpfalz Rieschweil;55446;;00;031406;U;0;00000000;000000
54250010;2;Sparkasse Südwestpfalz;66917;Wallhalben;Spk Südwestpfalz Wallhalben;55446;;00;043657;U;0;00000000;000000
54261700;1;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66953;Pirmasens;VR-Bank Südwestpfalz;65162;GENODE61ROA;32;020500;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66500;Hornbach;VR-Bank Südwestpfalz;65162;;32;020361;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66507;Reifenberg;VR-Bank Südwestpfalz;65162;;32;020489;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66509;Rieschweiler-Mühlbach;VR-Bank Südwestpfalz;65162;;32;020495;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66976;Rodalben;VR-Bank Südwestpfalz;65162;;32;020585;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66981;Münchweiler an der Rodalb;VR-Bank Südwestpfalz;65162;;32;021233;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66914;Waldmohr;VR-Bank Südwestpfalz;65162;;32;051056;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66497;Contwig;VR-Bank Südwestpfalz;65162;;32;051057;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken (Gf P2);66953;Pirmasens;VR-Bank Südwestpfalz;75162;;32;054168;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;67714;Waldfischbach-Burgalben;VR-Bank Südwestpfalz;65162;;32;056821;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66957;Vinningen;VR-Bank Südwestpfalz;65162;;32;056822;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66987;Thaleischweiler-Fröschen;VR-Bank Südwestpfalz;65162;;32;056823;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66969;Lemberg;VR-Bank Südwestpfalz;65162;;32;056824;U;0;00000000;000000
54261700;2;VR-Bank Südwestpfalz Pirmasens-Zweibrücken;66482;Zweibrücken;VR-Bank Südwestpfalz;65162;;32;056825;U;0;00000000;000000
54270024;1;Deutsche Bank Privat und Geschäftskunden;66923;Pirmasens;Deutsche Bank PGK Pirmasens;21201;DEUTDEDB542;63;050160;U;0;00000000;002002
54270024;2;Deutsche Bank Privat und Geschäftskunden;66462;Zweibrücken;Deutsche Bank PGK Zweibrück;21201;DEUTDEDB543;63;050161;U;0;00000000;002002
54270096;1;Deutsche Bank;66923;Pirmasens;Deutsche Bank Pirmasens;27201;DEUTDESM542;63;006872;U;0;00000000;002002
54270096;2;Deutsche Bank;66462;Zweibrücken;Deutsche Bank Zweibrücken;27201;DEUTDESM543;63;006854;U;0;00000000;002002
54280023;1;Commerzbank vormals Dresdner Bank;66923;Pirmasens;Commerzbank Pirmasens;28542;DRESDEFF542;76;006762;U;0;00000000;000503
54290000;1;VR-Bank Pirmasens -alt-;66934;Pirmasens;VR-Bank Pirmasens -alt-;95020;GENODE61PS1;06;023838;U;0;00000000;000000
54290000;2;VR-Bank Pirmasens (Gf P2);66934;Pirmasens;VR-Bank Pirmasens;85020;;06;054169;U;0;00000000;000000
54291200;1;Raiffeisen- u Volksbank Dahn;66991;Dahn;Raiffeisen u Volksbank Dahn;95126;GENODE61DAH;32;023151;U;0;00000000;000000
54291200;2;Raiffeisen- u Volksbank Dahn Zw;76891;Busenberg;Raiffeisen u Volksbank Dahn;95126;;32;020248;U;0;00000000;000000
54291200;2;Raiffeisen- u Volksbank Dahn Zw;66999;Hinterweidenthal;Raiffeisen u Volksbank Dahn;95126;;32;020349;U;0;00000000;000000
54291200;2;Raiffeisen- u Volksbank Dahn Zw;66996;Fischbach bei Dahn;Raiffeisen u Volksbank Dahn;95126;;32;022984;U;0;00000000;000000
54291200;2;Raiffeisen- und Volksbank Dahn Zw;76846;Hauenstein;Raiffeisen u Volksbank Dahn;95126;;32;025319;U;0;00000000;000000
54291200;2;Raiffeisen- u Volksbank Dahn Zw;76891;Bundenthal;Raiffeisen u Volksbank Dahn;95126;;32;044724;U;0;00000000;000000
54291200;2;Raiffeisen- u Volksbank Dahn (Gf P2);66991;Dahn;Raiffeisen u Volksbank Dahn;85126;;32;054170;U;0;00000000;000000
54500000;1;Bundesbank;67008;Ludwigshafen am Rhein;BBk Ludwigshafen am Rhein;20545;MARKDEF1545;09;011532;U;0;00000000;004201
54510067;1;Postbank;67057;Ludwigshafen am Rhein;Postbank Ludwigshafen;10067;PBNKDEFFXXX;24;018426;U;0;00000000;000000
54520194;1;UniCredit Bank - HypoVereinsbank;67003;Ludwigshafen am Rhein;UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;032398;U;0;00000000;003200
54520194;2;UniCredit Bank - HypoVereinsbank;67262;Grünstadt;UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;000159;U;0;00000000;003200
54520194;2;UniCredit Bank - HypoVereinsbank;67445;Haßloch;UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;000161;U;0;00000000;003200
54520194;2;UniCredit Bank - HypoVereinsbank;67202;Frankenthal (Pfalz);UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;033284;U;0;00000000;003200
54520194;2;UniCredit Bank - HypoVereinsbank;67346;Speyer;UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;035377;U;0;00000000;003200
54520194;2;UniCredit Bank - HypoVereinsbank;76801;Landau in der Pfalz;UniCredit Bank-HypoVereinbk;22053;HYVEDEMM483;99;050516;U;0;00000000;003200
54540033;1;Commerzbank;67003;Ludwigshafen am Rhein;Commerzbank Ludwigshafen Rh;24674;COBADEFFXXX;13;006175;U;0;00000000;000503
54540033;2;Commerzbank;67201;Frankenthal (Pfalz);Commerzbank Frankenthal Pfa;24674;;13;005051;U;0;00000000;000503
54540033;2;Commerzbank;67322;Speyer;Commerzbank Speyer;24674;;13;038595;U;0;00000000;000503
54540033;2;Commerzbank;67098;Bad Dürkheim;Commerzbank Bad Dürkheim;24674;;13;048645;U;0;00000000;000503
54550010;1;Sparkasse Vorderpfalz;67059;Ludwigshafen am Rhein;Sparkasse Vorderpfalz;55434;LUHSDE6AXXX;00;013124;U;0;00000000;000000
54550120;1;Kreissparkasse Rhein-Pfalz;67071;Ludwigshafen am Rhein;Kreissparkasse Rhein-Pfalz;55433;MALADE51LUH;00;013000;U;0;00000000;000000
54561310;1;RV Bank Rhein-Haardt;67241;Lambsheim;RV Bank Rhein-Haardt;65095;GENODE61LBS;32;020402;U;0;00000000;000000
54561310;2;RV Bank Rhein-Haardt;67259;Beindersheim;RV Bank Rhein-Haardt;65095;;32;020224;U;0;00000000;000000
54561310;2;RV Bank Rhein-Haardt;67134;Birkenheide;RV Bank Rhein-Haardt;65095;;32;020231;U;0;00000000;000000
54561310;2;RV Bank Rhein-Haardt;67246;Dirmstein;RV Bank Rhein-Haardt;65095;;32;020261;U;0;00000000;000000
54561310;2;RV Bank Rhein-Haardt;67227;Frankenthal (Pfalz);RV Bank Rhein-Haardt;65095;;32;021195;U;0;00000000;000000
